algorithm,configuration,superpixels,data_set,category,MaxF,AvgPrec,PRE_wp,REC_wp,FPR_wp,FNR_wp
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 5, ""min_samples_split"": 2}",15000,valid,umm_road,92.68765959319337,92.9323535785419,89.5130615234375,96.09571075439453,3.591543436050415,3.9042868614196777
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 5, ""min_samples_split"": 2}",15000,valid,uu_road,85.27347335903157,88.51283336485255,84.19669342041016,86.3781509399414,2.2497634887695312,13.62185001373291
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 7, ""min_samples_split"": 2}",15000,train,um_road,90.38584821286177,90.90992462591036,91.3578872680664,89.43428039550781,1.7088555097579956,10.56572151184082
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 7, ""min_samples_split"": 2}",15000,train,umm_road,91.13837065162076,91.16598840258223,88.21009063720703,94.26773834228516,3.8889124393463135,5.732260704040527
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 7, ""min_samples_split"": 2}",15000,train,uu_road,85.40582982195369,88.18863228507887,84.66752624511719,86.1571273803711,2.4743943214416504,13.842876434326172
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 7, ""min_samples_split"": 2}",15000,valid,um_road,90.1409849509361,90.68304752227239,89.46465301513672,90.82762145996094,2.0182294845581055,9.172377586364746
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 7, ""min_samples_split"": 2}",15000,valid,umm_road,93.03984763380889,91.45768576447168,90.34700012207031,95.89814758300781,3.2686870098114014,4.101853370666504
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 7, ""min_samples_split"": 2}",15000,valid,uu_road,85.1119075858422,88.09875959028565,85.88140106201172,84.3560791015625,1.9243719577789307,15.643918991088867
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 10, ""min_samples_split"": 2}",15000,train,um_road,91.52722441242099,91.18934627244643,91.52000427246094,91.5344467163086,1.7131348848342896,8.465554237365723
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 10, ""min_samples_split"": 2}",15000,train,umm_road,92.90252046704353,91.79776069428326,90.59988403320312,95.32525634765625,3.052717924118042,4.674744606018066
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 10, ""min_samples_split"": 2}",15000,train,uu_road,87.07874296197275,89.20187853372629,87.97526550292969,86.20030975341797,1.868556261062622,13.799689292907715
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 10, ""min_samples_split"": 2}",15000,valid,um_road,89.64289952476848,90.34142313140553,89.20578002929688,90.0843276977539,2.0568501949310303,9.91567611694336
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 10, ""min_samples_split"": 2}",15000,valid,umm_road,93.55687559074447,91.63724357369702,91.65503692626953,95.53931427001953,2.775012254714966,4.460687637329102
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 10, ""min_samples_split"": 2}",15000,valid,uu_road,84.31822124110809,86.10901510003629,84.97169494628906,83.67472076416016,2.0535728931427,16.32527732849121
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 15, ""min_samples_split"": 2}",15000,train,um_road,94.69955948957592,91.51881617368775,94.30615234375,95.09626007080078,1.1597291231155396,4.903737545013428
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 15, ""min_samples_split"": 2}",15000,train,umm_road,96.19103858647384,92.29247718860073,94.60137176513672,97.83503723144531,1.7232692241668701,2.164961099624634
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 15, ""min_samples_split"": 2}",15000,train,uu_road,92.29358423673929,90.91433196063802,91.6711654663086,92.92451477050781,1.3389487266540527,7.075491428375244
